interface,workload,cache_state,file_size_bytes,block_size_bytes,threads,qd,seed,repetition,wall_seconds,total_bytes,throughput_MBps,latency_us_per_op,cpu_user_seconds,cpu_sys_seconds,Minor_faults,major_faults,voluntary_ctx,involuntary_ctx
mmap,seq_read,warm,2147483648,65536,8,0,42,4,0.0942224,2147483648,21735.8,2.87544,0.414664,0.126541,32792,0,34,4
mmap,seq_read,cold,2147483648,65536,8,0,42,5,6.74753,2147483648,303.519,205.918,0.2092,1.43173,32730,17902,6268,7
mmap,seq_read,warm,2147483648,65536,8,0,42,5,0.0920992,2147483648,22236.9,2.81064,0.417117,0.120242,32794,0,43,2
mmap,seq_read,cold,2147483648,262144,1,0,42,1,5.40383,2147483648,378.99,659.648,0.169733,1.16356,32674,17871,6214,1
mmap,seq_read,warm,2147483648,262144,1,0,42,1,0.451676,2147483648,4534.23,55.1362,0.355434,0.096267,32778,0,1,0
mmap,seq_read,cold,2147483648,262144,1,0,42,2,5.30778,2147483648,385.849,647.922,0.172397,1.15461,32739,17871,6212,4
mmap,seq_read,warm,2147483648,262144,1,0,42,2,0.45394,2147483648,4511.61,55.4126,0.313446,0.140538,32778,0,1,1
mmap,seq_read,cold,2147483648,262144,1,0,42,3,5.31311,2147483648,385.462,648.573,0.148925,1.18086,32728,17880,6226,2
mmap,seq_read,warm,2147483648,262144,1,0,42,3,0.452016,2147483648,4530.81,55.1777,0.307636,0.144404,32778,0,1,1
mmap,seq_read,cold,2147483648,262144,1,0,42,4,5.323,2147483648,384.745,649.78,0.185652,1.15544,32680,17906,6231,1
mmap,seq_read,warm,2147483648,262144,1,0,42,4,0.453797,2147483648,4513.03,55.3952,0.361514,0.092314,32778,0,1,0
mmap,seq_read,cold,2147483648,262144,1,0,42,5,5.32048,2147483648,384.928,649.473,0.122098,1.1965,32693,17885,6229,4
mmap,seq_read,warm,2147483648,262144,1,0,42,5,0.447224,2147483648,4579.36,54.5928,0.315808,0.131448,32779,0,1,0
mmap,seq_read,cold,2147483648,262144,4,0,42,1,5.81895,2147483648,351.954,710.321,0.160637,1.24341,32678,17946,6312,2
mmap,seq_read,warm,2147483648,262144,4,0,42,1,0.116314,2147483648,17607.6,14.1984,0.296432,0.165144,32783,0,3,0
mmap,seq_read,cold,2147483648,262144,4,0,42,2,5.81438,2147483648,352.23,709.763,0.178839,1.2411,32631,17923,6295,4
mmap,seq_read,warm,2147483648,262144,4,0,42,2,0.116215,2147483648,17622.4,14.1865,0.330385,0.129582,32783,0,6,1
mmap,seq_read,cold,2147483648,262144,4,0,42,3,5.21614,2147483648,392.628,636.735,0.154811,1.25275,32694,17932,6300,5
mmap,seq_read,warm,2147483648,262144,4,0,42,3,0.115316,2147483648,17759.9,14.0767,0.279261,0.17804,32784,0,3,1
mmap,seq_read,cold,2147483648,262144,4,0,42,4,5.41063,2147483648,378.514,660.477,0.163907,1.22608,32678,17927,6286,4
mmap,seq_read,warm,2147483648,262144,4,0,42,4,0.116243,2147483648,17618.3,14.1898,0.35529,0.105479,32783,0,8,0
mmap,seq_read,cold,2147483648,262144,4,0,42,5,5.96899,2147483648,343.106,728.637,0.179911,1.24411,32748,17892,6260,1
mmap,seq_read,warm,2147483648,262144,4,0,42,5,0.115515,2147483648,17729.3,14.101,0.352377,0.106491,32784,0,2,0
mmap,seq_read,cold,2147483648,262144,8,0,42,1,7.15462,2147483648,286.249,873.367,0.207722,1.54503,32739,17879,6255,8
mmap,seq_read,warm,2147483648,262144,8,0,42,1,0.0937825,2147483648,21837.8,11.4481,0.401312,0.137369,32791,0,36,11
mmap,seq_read,cold,2147483648,262144,8,0,42,2,8.77348,2147483648,233.431,1070.98,0.172923,1.5194,32662,17875,6288,5
mmap,seq_read,warm,2147483648,262144,8,0,42,2,0.0943544,2147483648,21705.4,11.5179,0.406881,0.129659,32791,0,26,1
mmap,seq_read,cold,2147483648,262144,8,0,42,3,8.20084,2147483648,249.731,1001.08,0.190494,1.49574,32728,17907,6299,10
mmap,seq_read,warm,2147483648,262144,8,0,42,3,0.0970023,2147483648,21112.9,11.8411,0.430499,0.117178,32792,0,27,3
mmap,seq_read,cold,2147483648,262144,8,0,42,4,6.28809,2147483648,325.695,767.59,0.206491,1.47051,32757,17891,6257,10
mmap,seq_read,warm,2147483648,262144,8,0,42,4,0.0935231,2147483648,21898.3,11.4164,0.375207,0.160968,32792,0,24,2
mmap,seq_read,cold,2147483648,262144,8,0,42,5,6.33228,2147483648,323.422,772.983,0.192671,1.53136,32670,17908,6263,7
mmap,seq_read,warm,2147483648,262144,8,0,42,5,0.0968628,2147483648,21143.3,11.8241,0.375388,0.167332,32793,0,23,3
mmap,seq_read,cold,2147483648,1048576,1,0,42,1,5.40441,2147483648,378.949,2638.87,0.135373,1.2047,32747,17883,6230,1
mmap,seq_read,warm,2147483648,1048576,1,0,42,1,0.453636,2147483648,4514.63,221.502,0.307896,0.145769,32777,0,1,0
mmap,seq_read,cold,2147483648,1048576,1,0,42,2,5.32727,2147483648,384.437,2601.21,0.09156,1.24109,32692,17928,6252,0
mmap,seq_read,warm,2147483648,1048576,1,0,42,2,0.453278,2147483648,4518.2,221.327,0.289746,0.163533,32778,0,1,1
mmap,seq_read,cold,2147483648,1048576,1,0,42,3,5.32086,2147483648,384.9,2598.08,0.183961,1.14132,32649,17918,6242,3
mmap,seq_read,warm,2147483648,1048576,1,0,42,3,0.446452,2147483648,4587.28,217.994,0.331894,0.114559,32777,0,1,1
mmap,seq_read,cold,2147483648,1048576,1,0,42,4,5.33108,2147483648,384.162,2603.07,0.185191,1.16093,32745,17908,6238,1
mmap,seq_read,warm,2147483648,1048576,1,0,42,4,0.452991,2147483648,4521.06,221.187,0.373286,0.079709,32779,0,1,1
mmap,seq_read,cold,2147483648,1048576,1,0,42,5,5.31893,2147483648,385.04,2597.14,0.162046,1.17182,32725,17915,6225,2
mmap,seq_read,warm,2147483648,1048576,1,0,42,5,0.452622,2147483648,4524.75,221.007,0.331063,0.121588,32779,0,1,0
mmap,seq_read,cold,2147483648,1048576,4,0,42,1,5.95862,2147483648,343.704,2909.48,0.131422,1.27934,32677,17921,6304,1
mmap,seq_read,warm,2147483648,1048576,4,0,42,1,0.115158,2147483648,17784.2,56.2297,0.334517,0.1226,32784,0,3,0
mmap,seq_read,cold,2147483648,1048576,4,0,42,2,6.00036,2147483648,341.313,2929.86,0.157707,1.26694,32668,17910,6287,2
mmap,seq_read,warm,2147483648,1048576,4,0,42,2,0.116222,2147483648,17621.4,56.7492,0.311854,0.149637,32783,0,7,1
mmap,seq_read,cold,2147483648,1048576,4,0,42,3,5.52569,2147483648,370.633,2698.09,0.164689,1.24616,32698,17931,6308,3
mmap,seq_read,warm,2147483648,1048576,4,0,42,3,0.115505,2147483648,17730.8,56.399,0.318237,0.138225,32786,0,4,1
mmap,seq_read,cold,2147483648,1048576,4,0,42,4,5.95698,2147483648,343.798,2908.68,0.177375,1.23811,32684,17903,6279,10
mmap,seq_read,warm,2147483648,1048576,4,0,42,4,0.114455,2147483648,17893.5,55.8863,0.301862,0.153779,32785,0,3,0
mmap,seq_read,cold,2147483648,1048576,4,0,42,5,5.90424,2147483648,346.869,2882.93,0.115977,1.30562,32690,17927,6284,1
mmap,seq_read,warm,2147483648,1048576,4,0,42,5,0.11613,2147483648,17635.4,56.704,0.325226,0.135527,32784,0,4,0
mmap,seq_read,cold,2147483648,1048576,8,0,42,1,5.4043,2147483648,378.958,2638.82,0.226977,1.46816,32726,17909,6253,3
mmap,seq_read,warm,2147483648,1048576,8,0,42,1,0.0972089,2147483648,21068,47.4653,0.401553,0.144785,32791,0,22,1
mmap,seq_read,cold,2147483648,1048576,8,0,42,2,5.98656,2147483648,342.1,2923.12,0.220587,1.43304,32734,17908,6273,4
mmap,seq_read,warm,2147483648,1048576,8,0,42,2,0.0912203,2147483648,22451.1,44.5412,0.376435,0.160134,32794,0,28,2
mmap,seq_read,cold,2147483648,1048576,8,0,42,3,6.18321,2147483648,331.219,3019.15,0.258965,1.4746,32719,17910,6273,5
mmap,seq_read,warm,2147483648,1048576,8,0,42,3,0.0952306,2147483648,21505.7,46.4993,0.390604,0.154534,32791,0,27,2
mmap,seq_read,cold,2147483648,1048576,8,0,42,4,6.79385,2147483648,301.449,3317.31,0.222132,1.43064,32726,17893,6271,6
mmap,seq_read,warm,2147483648,1048576,8,0,42,4,0.0950057,2147483648,21556.6,46.3895,0.413042,0.126393,32791,0,40,2
mmap,seq_read,cold,2147483648,1048576,8,0,42,5,6.30369,2147483648,324.889,3077.97,0.185822,1.58459,32755,17915,6276,3
mmap,seq_read,warm,2147483648,1048576,8,0,42,5,0.0974055,2147483648,21025.5,47.5613,0.379137,0.166116,32793,0,19,2
mmap,rand_read,cold,2147483648,4096,1,0,42,1,41.1719,2147483648,49.7427,78.5291,0.502674,2.1553,17919,32074,6662,29
mmap,rand_read,warm,2147483648,4096,1,0,42,1,0.469519,2147483648,4361.91,0.895537,0.317675,0.151873,32777,0,1,0
mmap,rand_read,cold,2147483648,4096,1,0,42,2,41.2147,2147483648,49.691,78.6108,0.494271,2.17157,17934,32074,6669,27
mmap,rand_read,warm,2147483648,4096,1,0,42,2,0.460781,2147483648,4444.62,0.878871,0.333046,0.127759,32777,0,1,1
mmap,rand_read,cold,2147483648,4096,1,0,42,3,41.3431,2147483648,49.5367,78.8556,0.55149,2.16321,18047,32073,6684,23
mmap,rand_read,warm,2147483648,4096,1,0,42,3,0.470018,2147483648,4357.28,0.896487,0.329959,0.140071,32777,0,1,1
mmap,rand_read,cold,2147483648,4096,1,0,42,4,41.3108,2147483648,49.5755,78.794,0.532776,2.15525,18134,32074,6726,26
mmap,rand_read,warm,2147483648,4096,1,0,42,4,0.464396,2147483648,4410.03,0.885766,0.332304,0.132123,32777,0,1,0
mmap,rand_read,cold,2147483648,4096,1,0,42,5,41.4273,2147483648,49.436,79.0163,0.542,2.19224,18018,32074,6655,24
mmap,rand_read,warm,2147483648,4096,1,0,42,5,0.46862,2147483648,4370.28,0.893822,0.337758,0.130892,32779,0,1,0
mmap,rand_read,cold,2147483648,4096,4,0,42,1,24.8767,2147483648,82.326,47.4486,0.513323,2.1886,17074,32061,6718,38
mmap,rand_read,warm,2147483648,4096,4,0,42,1,0.121363,2147483648,16875,0.231482,0.333967,0.149806,32788,0,9,1
mmap,rand_read,cold,2147483648,4096,4,0,42,2,25.1617,2147483648,81.3936,47.9921,0.55129,2.19998,17128,32038,6650,56
mmap,rand_read,warm,2147483648,4096,4,0,42,2,0.122434,2147483648,16727.3,0.233525,0.334106,0.15388,32787,0,10,0
mmap,rand_read,cold,2147483648,4096,4,0,42,3,25.1567,2147483648,81.4096,47.9827,0.494013,2.19081,17093,32029,6754,49
mmap,rand_read,warm,2147483648,4096,4,0,42,3,0.122039,2147483648,16781.5,0.232772,0.322395,0.16088,32792,0,37,1
mmap,rand_read,cold,2147483648,4096,4,0,42,4,25.049,2147483648,81.7599,47.7771,0.468769,2.28515,17102,32045,6819,53
mmap,rand_read,warm,2147483648,4096,4,0,42,4,0.121876,2147483648,16804,0.23246,0.351376,0.133912,32790,0,6,2
mmap,rand_read,cold,2147483648,4096,4,0,42,5,25.1194,2147483648,81.5306,47.9115,0.512393,2.24484,17090,32057,6830,50
mmap,rand_read,warm,2147483648,4096,4,0,42,5,0.122716,2147483648,16688.9,0.234063,0.341957,0.147129,32782,0,4,4
mmap,rand_read,cold,2147483648,4096,8,0,42,1,21.1147,2147483648,96.9939,40.2732,0.469823,2.18134,16983,32015,6749,67
mmap,rand_read,warm,2147483648,4096,8,0,42,1,0.0922983,2147483648,22188.9,0.176045,0.439835,0.170502,32802,0,78,8
mmap,rand_read,cold,2147483648,4096,8,0,42,2,21.2142,2147483648,96.5392,40.4628,0.45524,2.209,16988,32053,6808,86
mmap,rand_read,warm,2147483648,4096,8,0,42,2,0.0911184,2147483648,22476.3,0.173794,0.438963,0.165949,32797,0,59,1
mmap,rand_read,cold,2147483648,4096,8,0,42,3,20.9015,2147483648,97.9835,39.8664,0.532584,2.27006,16962,32043,6794,87
mmap,rand_read,warm,2147483648,4096,8,0,42,3,0.090949,2147483648,22518.1,0.173471,0.453004,0.160319,32797,0,56,2
mmap,rand_read,cold,2147483648,4096,8,0,42,4,21.1968,2147483648,96.6184,40.4297,0.602981,2.23885,16940,32002,6795,78
mmap,rand_read,warm,2147483648,4096,8,0,42,4,0.0908922,2147483648,22532.2,0.173363,0.469323,0.146384,32799,0,71,1
mmap,rand_read,cold,2147483648,4096,8,0,42,5,20.8761,2147483648,98.1026,39.818,0.462591,2.29439,16970,32043,6746,84
mmap,rand_read,warm,2147483648,4096,8,0,42,5,0.0921198,2147483648,22231.9,0.175705,0.44372,0.168603,32797,0,60,6
mmap,rand_read,cold,2147483648,16384,1,0,42,1,37.9468,2147483648,53.9703,289.511,0.436895,2.1719,18238,28310,5811,22
mmap,rand_read,warm,2147483648,16384,1,0,42,1,0.460356,2147483648,4448.73,3.51224,0.339616,0.120752,32580,0,1,1
mmap,rand_read,cold,2147483648,16384,1,0,42,2,37.8666,2147483648,54.0846,288.899,0.417763,2.18578,18385,28310,5803,25
mmap,rand_read,warm,2147483648,16384,1,0,42,2,0.458757,2147483648,4464.24,3.50004,0.309366,0.149403,32580,0,1,1
mmap,rand_read,cold,2147483648,16384,1,0,42,3,37.4843,2147483648,54.6363,285.982,0.367527,1.78932,14163,28310,5774,24
mmap,rand_read,warm,2147483648,16384,1,0,42,3,0.458843,2147483648,4463.4,3.5007,0.336891,0.121982,32576,0,1,0
mmap,rand_read,cold,2147483648,16384,1,0,42,4,37.7825,2147483648,54.205,288.257,0.497915,2.02305,18203,28310,5805,25
mmap,rand_read,warm,2147483648,16384,1,0,42,4,0.460332,2147483648,4448.96,3.51206,0.332423,0.127935,32560,0,1,0
mmap,rand_read,cold,2147483648,16384,1,0,42,5,37.8723,2147483648,54.0764,288.943,0.486693,2.10547,18384,28310,5802,25
mmap,rand_read,warm,2147483648,16384,1,0,42,5,0.459202,2147483648,4459.91,3.50344,0.354961,0.104265,32581,0,1,1
mmap,rand_read,cold,2147483648,16384,4,0,42,1,23.149,2147483648,88.4702,176.613,0.45086,2.00788,18103,28258,5829,48
mmap,rand_read,warm,2147483648,16384,4,0,42,1,0.12142,2147483648,16867.1,0.926359,0.319172,0.159679,32585,0,4,1
mmap,rand_read,cold,2147483648,16384,4,0,42,2,23.4104,2147483648,87.4824,178.607,0.418914,2.19734,18082,28291,5821,50
mmap,rand_read,warm,2147483648,16384,4,0,42,2,0.118937,2147483648,17219.2,0.907417,0.330272,0.142669,32193,0,6,6
mmap,rand_read,cold,2147483648,16384,4,0,42,3,23.0794,2147483648,88.737,176.082,0.381478,2.0468,18139,28274,5794,50
mmap,rand_read,warm,2147483648,16384,4,0,42,3,0.117544,2147483648,17423.3,0.896787,0.351542,0.115806,32194,0,4,1
mmap,rand_read,cold,2147483648,16384,4,0,42,4,23.4534,2147483648,87.3223,178.935,0.500207,2.07756,18161,28237,5821,55
mmap,rand_read,warm,2147483648,16384,4,0,42,4,0.119846,2147483648,17088.6,0.91435,0.336776,0.141255,32212,0,8,1
mmap,rand_read,cold,2147483648,16384,4,0,42,5,23.1424,2147483648,88.4955,176.563,0.45023,2.148,14064,28281,5814,37
mmap,rand_read,warm,2147483648,16384,4,0,42,5,0.120386,2147483648,17011.9,0.918473,0.344309,0.131529,32572,0,11,1
mmap,rand_read,cold,2147483648,16384,8,0,42,1,19.6826,2147483648,104.051,150.166,0.501541,2.1623,14054,28235,5828,85
mmap,rand_read,warm,2147483648,16384,8,0,42,1,0.0864728,2147483648,23683.8,0.659735,0.402758,0.179274,32597,0,49,1
mmap,rand_read,cold,2147483648,16384,8,0,42,2,19.6107,2147483648,104.433,149.618,0.493655,2.19871,18085,28259,5869,70
