interface,workload,cache_state,file_size_bytes,block_size_bytes,threads,qd,seed,repetition,wall_seconds,total_bytes,throughput_MBps,latency_us_per_op,cpu_user_seconds,cpu_sys_seconds,Minor_faults,major_faults,voluntary_ctx,involuntary_ctx
syscall,seq_read,warm,2147483648,65536,4,1,42,2,0.085719458,2147483648,23891.891617,2.616,0.013736,0.328867,91,1,8,2
syscall,seq_read,cold,2147483648,65536,4,1,42,0,15.615904297,2147483648,131.148345,476.560,0.081798,2.181761,92,0,32779,2
syscall,seq_read,cold,2147483648,65536,4,1,42,1,15.608962629,2147483648,131.206669,476.348,0.078800,2.172369,92,0,32784,1
syscall,seq_read,cold,2147483648,65536,4,1,42,2,15.606490051,2147483648,131.227457,476.272,0.086391,2.156613,88,0,32784,1
syscall,seq_read,warm,2147483648,65536,8,1,42,0,0.157578218,2147483648,12996.720143,4.809,0.018371,1.240260,180,2,39,8
syscall,seq_read,warm,2147483648,65536,8,1,42,1,0.061737768,2147483648,33172.563025,1.884,0.022910,0.469324,178,5,39,1
syscall,seq_read,warm,2147483648,65536,8,1,42,2,0.047174075,2147483648,43413.675838,1.440,0.025668,0.349721,179,5,60,4
syscall,seq_read,cold,2147483648,65536,8,1,42,0,15.613520754,2147483648,131.168366,476.487,0.076583,2.330080,168,0,32815,8
syscall,seq_read,cold,2147483648,65536,8,1,42,1,15.621921147,2147483648,131.097832,476.743,0.051279,2.362219,171,0,32816,2
syscall,seq_read,cold,2147483648,65536,8,1,42,2,15.599848065,2147483648,131.283330,476.070,0.058538,2.242398,172,0,32828,4
syscall,seq_read,warm,2147483648,1048576,1,1,42,0,0.391529978,2147483648,5230.761666,191.177,0.000355,0.391192,269,0,1,1
syscall,seq_read,warm,2147483648,1048576,1,1,42,1,0.323703055,2147483648,6326.786134,158.058,0.000475,0.323214,268,0,1,2
syscall,seq_read,warm,2147483648,1048576,1,1,42,2,0.302255209,2147483648,6775.731035,147.586,0.000000,0.302275,268,0,1,1
syscall,seq_read,cold,2147483648,1048576,1,1,42,0,15.616848818,2147483648,131.140413,7625.414,0.000000,1.928873,543,0,3074,6
syscall,seq_read,cold,2147483648,1048576,1,1,42,1,15.602463261,2147483648,131.261325,7618.390,0.003579,1.937199,543,0,3075,15
syscall,seq_read,cold,2147483648,1048576,1,1,42,2,15.618982276,2147483648,131.122500,7626.456,0.000000,1.931262,542,0,3075,11
syscall,seq_read,warm,2147483648,1048576,4,1,42,0,0.140253379,2147483648,14602.143739,68.483,0.003724,0.556363,1050,0,28,0
syscall,seq_read,warm,2147483648,1048576,4,1,42,1,0.089744471,2147483648,22820.347339,43.821,0.008996,0.348805,1054,0,40,1
syscall,seq_read,warm,2147483648,1048576,4,1,42,2,0.079680654,2147483648,25702.600282,38.907,0.000000,0.317693,1052,0,31,1
syscall,seq_read,cold,2147483648,1048576,4,1,42,0,15.617422741,2147483648,131.135593,7625.695,0.010717,1.930159,1050,0,2074,51
syscall,seq_read,cold,2147483648,1048576,4,1,42,1,15.603557815,2147483648,131.252117,7618.925,0.007534,1.930684,1051,0,2073,48
syscall,seq_read,cold,2147483648,1048576,4,1,42,2,15.615824730,2147483648,131.149013,7624.914,0.012716,1.924029,1050,0,2072,46
syscall,seq_read,warm,2147483648,1048576,8,1,42,0,0.171082084,2147483648,11970.861893,83.536,0.004494,1.357322,2096,0,103,4
syscall,seq_read,warm,2147483648,1048576,8,1,42,1,0.057090314,2147483648,35872.985389,27.876,0.017345,0.433837,2099,0,131,2
syscall,seq_read,warm,2147483648,1048576,8,1,42,2,0.050410795,2147483648,40626.219047,24.615,0.000000,0.397003,2098,0,120,4
syscall,seq_read,cold,2147483648,1048576,8,1,42,0,15.621678867,2147483648,131.099866,7627.773,0.012063,1.954095,2096,0,2143,75
syscall,seq_read,cold,2147483648,1048576,8,1,42,1,15.601225374,2147483648,131.271740,7617.786,0.004381,1.945806,2096,0,2152,70
syscall,seq_read,cold,2147483648,1048576,8,1,42,2,15.609034428,2147483648,131.206066,7621.599,0.005933,1.953491,2097,0,2131,72
syscall,rand_read,warm,2147483648,4096,1,1,42,0,0.915322703,2147483648,2237.462256,1.746,0.234780,0.680525,13,0,1,2
syscall,rand_read,warm,2147483648,4096,1,1,42,1,0.805944072,2147483648,2541.119255,1.537,0.234481,0.571470,13,0,1,1
syscall,rand_read,warm,2147483648,4096,1,1,42,2,0.799433884,2147483648,2561.812854,1.525,0.204247,0.595203,13,0,1,2
syscall,rand_read,cold,2147483648,4096,1,1,42,0,1663.543342702,2147483648,1.231107,3172.957,0.929257,7.366491,977,0,300762,147
syscall,rand_read,cold,2147483648,4096,1,1,42,1,1663.112620257,2147483648,1.231426,3172.136,0.902038,7.419425,977,0,300762,148
syscall,rand_read,cold,2147483648,4096,1,1,42,2,1663.301864010,2147483648,1.231286,3172.497,0.990103,7.360522,979,0,300762,151
syscall,rand_read,warm,2147483648,4096,4,1,42,0,0.257578182,2147483648,7950.983985,0.491,0.224265,0.805721,35,1,9,0
syscall,rand_read,warm,2147483648,4096,4,1,42,1,0.226629418,2147483648,9036.779153,0.432,0.217152,0.689039,32,2,6,4
syscall,rand_read,warm,2147483648,4096,4,1,42,2,0.233862927,2147483648,8757.266602,0.446,0.273491,0.661672,34,1,5,0
syscall,rand_read,cold,2147483648,4096,4,1,42,0,926.710723711,2147483648,2.209967,1767.560,0.940440,7.622652,716,0,300788,428
syscall,rand_read,cold,2147483648,4096,4,1,42,1,927.666081117,2147483648,2.207691,1769.383,1.093215,7.452356,713,0,300788,339
syscall,rand_read,cold,2147483648,4096,4,1,42,2,927.434667556,2147483648,2.208242,1768.941,1.050397,7.469291,713,0,300785,266
syscall,rand_read,warm,2147483648,4096,8,1,42,0,0.189879379,2147483648,10785.794702,0.362,0.286495,1.230339,58,6,36,1
syscall,rand_read,warm,2147483648,4096,8,1,42,1,0.213962515,2147483648,9571.770083,0.408,0.340406,1.369769,56,6,19,2
syscall,rand_read,warm,2147483648,4096,8,1,42,2,0.211607556,2147483648,9678.293340,0.404,0.305723,1.385513,54,6,16,8
syscall,rand_read,cold,2147483648,4096,8,1,42,0,745.473722418,2147483648,2.747246,1421.878,1.114114,8.770456,385,0,300806,600
syscall,rand_read,cold,2147483648,4096,8,1,42,1,745.671904214,2147483648,2.746516,1422.256,1.112398,8.703003,361,0,300802,665
syscall,rand_read,cold,2147483648,4096,8,1,42,2,745.528916750,2147483648,2.747043,1421.984,1.011547,8.976951,387,0,300792,713
syscall,rand_read,warm,2147483648,65536,1,1,42,0,0.398668300,2147483648,5137.102699,12.166,0.005956,0.392712,28,0,1,1
syscall,rand_read,warm,2147483648,65536,1,1,42,1,0.362241532,2147483648,5653.686337,11.055,0.025311,0.336949,26,0,1,1
syscall,rand_read,warm,2147483648,65536,1,1,42,2,0.353222532,2147483648,5798.044616,10.779,0.000000,0.353240,28,0,1,0
syscall,rand_read,cold,2147483648,65536,1,1,42,0,122.910481689,2147483648,16.662533,3750.930,0.069079,1.924147,98,0,20243,54
syscall,rand_read,cold,2147483648,65536,1,1,42,1,123.069942079,2147483648,16.640944,3755.797,0.043539,1.942885,97,0,20243,47
syscall,rand_read,cold,2147483648,65536,1,1,42,2,123.077907745,2147483648,16.639867,3756.040,0.041484,1.953997,96,0,20243,65
syscall,rand_read,warm,2147483648,65536,4,1,42,0,0.106304299,2147483648,19265.448522,3.244,0.028481,0.396194,92,1,27,0
syscall,rand_read,warm,2147483648,65536,4,1,42,1,0.089333735,2147483648,22925.270056,2.726,0.020174,0.336838,90,2,20,0
syscall,rand_read,warm,2147483648,65536,4,1,42,2,0.083860419,2147483648,24421.533119,2.559,0.013918,0.321304,92,2,14,0
syscall,rand_read,cold,2147483648,65536,4,1,42,0,72.093532583,2147483648,28.407541,2200.120,0.060978,1.959890,88,0,20265,122
syscall,rand_read,cold,2147483648,65536,4,1,42,1,72.226704309,2147483648,28.355163,2204.184,0.041010,1.986677,88,0,20272,100
syscall,rand_read,cold,2147483648,65536,4,1,42,2,72.427913481,2147483648,28.276391,2210.325,0.046947,1.980282,88,0,20266,92
syscall,rand_read,warm,2147483648,65536,8,1,42,0,0.063520736,2147483648,32241.440024,1.938,0.021675,0.482891,176,5,84,5
syscall,rand_read,warm,2147483648,65536,8,1,42,1,0.059128711,2147483648,34636.303842,1.804,0.013742,0.457756,177,6,34,0
syscall,rand_read,warm,2147483648,65536,8,1,42,2,0.056443212,2147483648,36284.256821,1.723,0.026182,0.423886,174,6,31,1
syscall,rand_read,cold,2147483648,65536,8,1,42,0,58.174756522,2147483648,35.204273,1775.353,0.050352,1.992338,168,0,20295,144
syscall,rand_read,cold,2147483648,65536,8,1,42,1,58.326690551,2147483648,35.112570,1779.989,0.046501,1.997697,169,0,20299,114
syscall,rand_read,cold,2147483648,65536,8,1,42,2,58.315621299,2147483648,35.119235,1779.652,0.052694,1.981688,166,0,20302,149
syscall,rand_read,warm,2147483648,1048576,1,1,42,0,0.350341545,2147483648,5845.724063,171.065,0.000000,0.350366,267,0,1,0
syscall,rand_read,warm,2147483648,1048576,1,1,42,1,0.327649355,2147483648,6250.584562,159.985,0.000000,0.327663,270,0,1,2
syscall,rand_read,warm,2147483648,1048576,1,1,42,2,0.315975906,2147483648,6481.506853,154.285,0.001186,0.314805,268,0,1,1
syscall,rand_read,cold,2147483648,1048576,1,1,42,0,18.383431879,2147483648,111.404661,8976.285,0.000000,1.509878,543,0,1302,16
syscall,rand_read,cold,2147483648,1048576,1,1,42,1,18.364711682,2147483648,111.518222,8967.144,0.003658,1.497594,544,0,1302,17
syscall,rand_read,cold,2147483648,1048576,1,1,42,2,18.388092701,2147483648,111.376423,8978.561,0.011908,1.487985,542,0,1302,15
syscall,rand_read,warm,2147483648,1048576,4,1,42,0,0.100371471,2147483648,20404.204298,49.010,0.001055,0.399380,1051,0,28,0
syscall,rand_read,warm,2147483648,1048576,4,1,42,1,0.082992743,2147483648,24676.856385,40.524,0.000000,0.331232,1053,0,25,1
syscall,rand_read,warm,2147483648,1048576,4,1,42,2,0.077638313,2147483648,26378.728760,37.909,0.001256,0.308458,1053,0,32,0
syscall,rand_read,cold,2147483648,1048576,4,1,42,0,13.729674395,2147483648,149.165956,6703.943,0.010066,1.503577,1051,0,1322,42
syscall,rand_read,cold,2147483648,1048576,4,1,42,1,13.726713978,2147483648,149.198126,6702.497,0.011695,1.508662,1051,0,1324,41
syscall,rand_read,cold,2147483648,1048576,4,1,42,2,13.761537501,2147483648,148.820581,6719.501,0.007890,1.504755,1052,0,1332,36
syscall,rand_read,warm,2147483648,1048576,8,1,42,0,0.070724277,2147483648,28957.524727,34.533,0.000000,0.559998,2095,0,106,0
syscall,rand_read,warm,2147483648,1048576,8,1,42,1,0.054860269,2147483648,37331.205941,26.787,0.001337,0.432271,2096,0,129,0
syscall,rand_read,warm,2147483648,1048576,8,1,42,2,0.051905224,2147483648,39456.529462,25.344,0.015484,0.394704,2096,0,100,1
syscall,rand_read,cold,2147483648,1048576,8,1,42,0,12.687960086,2147483648,161.412866,6195.293,0.008551,1.538866,2097,0,1388,49
syscall,rand_read,cold,2147483648,1048576,8,1,42,1,12.731238613,2147483648,160.864160,6216.425,0.000000,1.538275,2094,0,1396,46
syscall,rand_read,cold,2147483648,1048576,8,1,42,2,12.701285051,2147483648,161.243527,6201.799,0.008080,1.494802,2096,0,1409,54
syscall,seq_write,warm,2147483648,4096,1,1,42,0,1.199346995,2147483648,1707.595891,2.288,0.242711,0.956621,192,0,1,3
syscall,seq_write,warm,2147483648,4096,1,1,42,1,1.003915688,2147483648,2040.011950,1.915,0.174778,0.829129,14,0,1,1
syscall,seq_write,warm,2147483648,4096,1,1,42,2,1.002250891,2147483648,2043.400528,1.912,0.210492,0.791758,13,0,1,1
syscall,seq_write,cold,2147483648,4096,1,1,42,0,1.461387024,2147483648,1401.408365,2.787,0.195045,1.266360,344,0,1,1
syscall,seq_write,cold,2147483648,4096,1,1,42,1,1.598390782,2147483648,1281.288670,3.049,0.215492,1.382914,401,0,1,1
syscall,seq_write,cold,2147483648,4096,1,1,42,2,1.599243612,2147483648,1280.605397,3.050,0.249198,1.349996,400,0,1,4
syscall,seq_write,warm,2147483648,4096,4,1,42,0,0.698686064,2147483648,2931.216330,1.333,0.257813,2.532293,30,2,1074,2
syscall,seq_write,warm,2147483648,4096,4,1,42,1,0.958019727,2147483648,2137.743036,1.827,0.357034,3.472180,31,1,351,3
syscall,seq_write,warm,2147483648,4096,4,1,42,2,0.699635871,2147483648,2927.236988,1.334,0.279682,2.515510,30,2,848,4
syscall,seq_write,cold,2147483648,4096,4,1,42,0,1.431258340,2147483648,1430.908693,2.730,0.296630,5.423160,386,1,1073,2
syscall,seq_write,cold,2147483648,4096,4,1,42,1,1.240973913,2147483648,1650.316722,2.367,0.278220,4.680522,268,2,621,3
syscall,seq_write,cold,2147483648,4096,4,1,42,2,1.291264311,2147483648,1586.042441,2.463,0.229545,4.922888,307,1,1522,5
syscall,seq_write,warm,2147483648,4096,8,1,42,0,0.973198977,2147483648,2104.400075,1.856,0.243937,7.510051,57,6,2127,3
syscall,seq_write,warm,2147483648,4096,8,1,42,1,0.967876323,2147483648,2115.972828,1.846,0.315695,7.420347,59,5,674,4
syscall,seq_write,warm,2147483648,4096,8,1,42,2,0.966799396,2147483648,2118.329830,1.844,0.243156,7.473566,56,6,1443,5
syscall,seq_write,cold,2147483648,4096,8,1,42,0,1.481046256,2147483648,1382.806237,2.825,0.218062,11.607947,468,4,1541,6
syscall,seq_write,cold,2147483648,4096,8,1,42,1,1.595582593,2147483648,1283.543709,3.043,0.307475,12.440498,557,6,1411,4
syscall,seq_write,cold,2147483648,4096,8,1,42,2,1.578540598,2147483648,1297.400905,3.011,0.279148,12.322874,535,4,1966,7
syscall,seq_write,warm,2147483648,65536,1,1,42,0,0.660834106,2147483648,3099.113653,20.167,0.010443,0.650402,26,0,1,1
syscall,seq_write,warm,2147483648,65536,1,1,42,1,0.666621544,2147483648,3072.207939,20.344,0.022018,0.644622,26,0,1,1
syscall,seq_write,warm,2147483648,65536,1,1,42,2,0.667124631,2147483648,3069.891149,20.359,0.018065,0.649081,29,0,1,0
syscall,seq_write,cold,2147483648,65536,1,1,42,0,1.022349746,2147483648,2003.228355,31.200,0.000000,1.022366,61,0,1,1
syscall,seq_write,cold,2147483648,65536,1,1,42,1,1.024136295,2147483648,1999.733834,31.254,0.012548,1.010878,61,0,2,1
syscall,seq_write,cold,2147483648,65536,1,1,42,2,1.022596310,2147483648,2002.745345,31.207,0.007944,1.013768,62,0,2,2
syscall,seq_write,warm,2147483648,65536,4,1,42,0,0.550714989,2147483648,3718.801995,16.806,0.030146,2.157535,91,0,907,1
syscall,seq_write,warm,2147483648,65536,4,1,42,1,0.547202950,2147483648,3742.669881,16.699,0.017959,2.118750,87,0,3283,0
syscall,seq_write,warm,2147483648,65536,4,1,42,2,0.550908591,2147483648,3717.495123,16.812,0.014350,2.145691,87,0,889,2
syscall,seq_write,cold,2147483648,65536,4,1,42,0,1.174436126,2147483648,1743.815568,35.841,0.000686,4.680758,189,0,240,1
syscall,seq_write,cold,2147483648,65536,4,1,42,1,1.024691678,2147483648,1998.649978,31.271,0.008749,3.972702,88,0,1463,5
syscall,seq_write,cold,2147483648,65536,4,1,42,2,1.025815744,2147483648,1996.459902,31.305,0.009201,4.031116,187,0,1247,1
syscall,seq_write,warm,2147483648,65536,8,1,42,0,0.653600941,2147483648,3133.410421,19.946,0.030622,5.081360,169,0,3986,1
syscall,seq_write,warm,2147483648,65536,8,1,42,1,0.652569018,2147483648,3138.365358,19.915,0.022441,5.000574,170,0,4333,3
syscall,seq_write,warm,2147483648,65536,8,1,42,2,0.600681303,2147483648,3409.461872,18.331,0.038314,4.637475,168,0,1787,2
syscall,seq_write,cold,2147483648,65536,8,1,42,0,1.065742888,2147483648,1921.664243,32.524,0.017013,8.434165,350,0,789,2
syscall,seq_write,cold,2147483648,65536,8,1,42,1,1.057767931,2147483648,1936.152477,32.281,0.009168,8.110242,346,0,3942,5
syscall,seq_write,cold,2147483648,65536,8,1,42,2,1.075425442,2147483648,1904.362609,32.819,0.032134,8.439371,365,1,1219,2
syscall,seq_write,warm,2147483648,1048576,1,1,42,0,0.570221709,2147483648,3591.585462,278.429,0.004012,0.566213,269,0,1,1
syscall,seq_write,warm,2147483648,1048576,1,1,42,1,0.573682596,2147483648,3569.918304,280.118,0.000346,0.573362,267,0,1,0
syscall,seq_write,warm,2147483648,1048576,1,1,42,2,0.572743533,2147483648,3575.771496,279.660,0.005197,0.567567,269,0,1,0
syscall,seq_write,cold,2147483648,1048576,1,1,42,0,1.007590106,2147483648,2032.572559,491.987,0.000198,1.007357,269,0,1,2
syscall,seq_write,cold,2147483648,1048576,1,1,42,1,0.998221467,2147483648,2051.648925,487.413,0.002374,0.995875,267,0,1,0
syscall,seq_write,cold,2147483648,1048576,1,1,42,2,1.002092409,2147483648,2043.723694,489.303,0.003432,0.998679,268,0,1,1
syscall,seq_write,warm,2147483648,1048576,4,1,42,0,0.506188209,2147483648,4045.925929,247.162,0.004605,1.986112,1050,0,145,0
syscall,seq_write,warm,2147483648,1048576,4,1,42,1,0.505279228,2147483648,4053.204419,246.718,0.004004,2.007374,1053,0,57,0
syscall,seq_write,warm,2147483648,1048576,4,1,42,2,0.504728753,2147483648,4057.624987,246.450,0.004234,1.954052,1051,0,137,1
syscall,seq_write,cold,2147483648,1048576,4,1,42,0,1.019526274,2147483648,2008.776088,497.816,0.000000,4.046981,2106,0,41,1
syscall,seq_write,cold,2147483648,1048576,4,1,42,1,1.023737616,2147483648,2000.512600,499.872,0.003991,4.034422,2104,0,78,2
syscall,seq_write,cold,2147483648,1048576,4,1,42,2,1.023055899,2147483648,2001.845649,499.539,0.010549,3.995846,2106,0,159,2
syscall,seq_write,warm,2147483648,1048576,8,1,42,0,0.580320633,2147483648,3529.083551,283.360,0.005223,4.567154,2096,0,213,1
syscall,seq_write,warm,2147483648,1048576,8,1,42,1,0.582715765,2147483648,3514.577986,284.529,0.004194,4.474484,2097,0,262,3
syscall,seq_write,warm,2147483648,1048576,8,1,42,2,0.559206376,2147483648,3662.333063,273.050,0.000000,4.390876,2096,0,193,1
syscall,seq_write,cold,2147483648,1048576,8,1,42,0,1.039196246,2147483648,1970.753847,507.420,0.000000,8.067303,4200,0,301,5
syscall,seq_write,cold,2147483648,1048576,8,1,42,1,1.034310739,2147483648,1980.062589,505.035,0.002084,8.173256,4198,0,142,1
syscall,seq_write,cold,2147483648,1048576,8,1,42,2,1.031542855,2147483648,1985.375586,503.683,0.002981,7.919797,2095,0,316,4
syscall,rand_write,warm,2147483648,4096,1,1,42,0,1.155619298,2147483648,1772.209934,2.204,0.210406,0.945223,150,0,1,1
syscall,rand_write,warm,2147483648,4096,1,1,42,1,1.160190665,2147483648,1765.227097,2.213,0.222584,0.937630,153,0,1,1
syscall,rand_write,warm,2147483648,4096,1,1,42,2,1.164560744,2147483648,1758.602984,2.221,0.236009,0.923761,153,0,2,0
syscall,rand_write,cold,2147483648,4096,1,1,42,0,1.389460503,2147483648,1473.953377,2.650,0.230883,1.158619,323,0,1,0
syscall,rand_write,cold,2147483648,4096,1,1,42,1,1.393577954,2147483648,1469.598449,2.658,0.197266,1.196328,323,0,1,1
syscall,rand_write,cold,2147483648,4096,1,1,42,2,1.400127599,2147483648,1462.723827,2.671,0.213492,1.186647,332,0,1,2
syscall,rand_write,warm,2147483648,4096,4,1,42,0,0.807163280,2147483648,2537.280933,1.540,0.235589,2.991411,34,2,343,4
syscall,rand_write,warm,2147483648,4096,4,1,42,1,0.802726130,2147483648,2551.306010,1.531,0.240207,2.969864,31,1,130,2
syscall,rand_write,warm,2147483648,4096,4,1,42,2,0.800525893,2147483648,2558.318248,1.527,0.266926,2.932308,30,2,698,5
syscall,rand_write,cold,2147483648,4096,4,1,42,0,1.135053576,2147483648,1804.320116,2.165,0.250485,4.288307,205,2,174,2
syscall,rand_write,cold,2147483648,4096,4,1,42,1,1.144075682,2147483648,1790.091366,2.182,0.262461,4.312087,209,2,235,2
syscall,rand_write,cold,2147483648,4096,4,1,42,2,1.164148914,2147483648,1759.225109,2.220,0.265227,4.389844,232,1,200,4
syscall,rand_write,warm,2147483648,4096,8,1,42,0,1.110557046,2147483648,1844.119586,2.118,0.239395,8.636372,329,6,422,5
syscall,rand_write,warm,2147483648,4096,8,1,42,1,1.085585630,2147483648,1886.539342,2.071,0.336919,8.338957,311,6,436,5
syscall,rand_write,warm,2147483648,4096,8,1,42,2,1.054980662,2147483648,1941.267811,2.012,0.331351,8.087765,216,7,1261,10
syscall,rand_write,cold,2147483648,4096,8,1,42,0,1.344584296,2147483648,1523.147345,2.565,0.346187,10.329705,595,3,1411,5
syscall,rand_write,cold,2147483648,4096,8,1,42,1,1.480184783,2147483648,1383.611035,2.823,0.325626,11.507310,733,7,859,2
syscall,rand_write,cold,2147483648,4096,8,1,42,2,1.526404358,2147483648,1341.715247,2.911,0.362285,11.840831,793,6,778,3
syscall,rand_write,warm,2147483648,65536,1,1,42,0,0.718784836,2147483648,2849.253208,21.936,0.025919,0.692878,29,0,1,1
syscall,rand_write,warm,2147483648,65536,1,1,42,1,0.677820665,2147483648,3021.448158,20.685,0.021966,0.655872,27,0,1,0
syscall,rand_write,warm,2147483648,65536,1,1,42,2,0.677684687,2147483648,3022.054415,20.681,0.023988,0.653695,28,0,1,2
syscall,rand_write,cold,2147483648,65536,1,1,42,0,0.866242379,2147483648,2364.234364,26.436,0.004439,0.861820,27,0,1,1
syscall,rand_write,cold,2147483648,65536,1,1,42,1,0.875780029,2147483648,2338.486757,26.727,0.003608,0.865629,28,0,2,2
syscall,rand_write,cold,2147483648,65536,1,1,42,2,1.026136875,2147483648,1995.835107,31.315,0.025134,1.001017,61,0,1,1
syscall,rand_write,warm,2147483648,65536,4,1,42,0,0.559935680,2147483648,3657.562954,17.088,0.012004,2.190788,86,0,1286,1
syscall,rand_write,warm,2147483648,65536,4,1,42,1,0.556467684,2147483648,3680.357474,16.982,0.017395,2.208172,90,0,15,0
syscall,rand_write,warm,2147483648,65536,4,1,42,2,0.641480815,2147483648,3192.613017,19.576,0.024158,2.429936,88,0,3183,5
syscall,rand_write,cold,2147483648,65536,4,1,42,0,1.018617275,2147483648,2010.568690,31.086,0.013044,4.012980,180,0,403,2
syscall,rand_write,cold,2147483648,65536,4,1,42,1,1.016118698,2147483648,2015.512562,31.009,0.012420,3.980066,90,0,770,3
syscall,rand_write,cold,2147483648,65536,4,1,42,2,1.014852773,2147483648,2018.026707,30.971,0.041905,3.877434,91,0,2514,3
syscall,rand_write,warm,2147483648,65536,8,1,42,0,0.661028716,2147483648,3098.201259,20.173,0.009917,5.260088,168,0,383,0
syscall,rand_write,warm,2147483648,65536,8,1,42,1,0.660930407,2147483648,3098.662096,20.170,0.021867,5.191940,168,0,1262,2
syscall,rand_write,warm,2147483648,65536,8,1,42,2,0.609980622,2147483648,3357.483707,18.615,0.026013,4.771938,169,0,1377,1
syscall,rand_write,cold,2147483648,65536,8,1,42,0,1.066292699,2147483648,1920.673378,32.541,0.007988,8.355686,357,0,3244,2
syscall,rand_write,cold,2147483648,65536,8,1,42,1,1.103868854,2147483648,1855.292857,33.687,0.026166,8.589327,353,0,3190,2
syscall,rand_write,cold,2147483648,65536,8,1,42,2,1.036828401,2147483648,1975.254534,31.641,0.012575,8.076113,345,0,3320,3
syscall,rand_write,warm,2147483648,1048576,1,1,42,0,0.554707533,2147483648,3692.035673,270.853,0.000287,0.554442,267,0,1,1
syscall,rand_write,warm,2147483648,1048576,1,1,42,1,0.512023091,2147483648,3999.819610,250.011,0.005190,0.506855,269,0,1,0
syscall,rand_write,warm,2147483648,1048576,1,1,42,2,0.511265370,2147483648,4005.747544,249.641,0.000000,0.511282,270,0,1,1
syscall,rand_write,cold,2147483648,1048576,1,1,42,0,0.821338091,2147483648,2493.492050,401.044,0.000000,0.821361,269,0,1,1
